symbol,source,strategy,tag,params,initial_cash,final_equity,total_return_pct,max_drawdown_abs,max_drawdown_pct,annualized_return_pct,annualized_vol_pct,sharpe,n_trades,win_rate_pct,avg_profit_per_trade,profit_factor
DOGEUSDT,binance,MeanRevertBands,batch_MeanRevert_1h,"{'window': 20, 'k_entry': 2.0, 'k_exit': 0.5}",10000.0,2176.5092189436027,-78.23490781056397,15430.225333546274,-87.97510781447471,-0.1476153009295044,10.356025190438126,-0.0142645391404325,1183,62.552831783601015,-6.61326355118881,0.9106676793591127
DOGEUSDT,binance,SmaCrossATR,batch_SmaCrossATR_1h,"{'fast': 15, 'slow': 50, 'atr_period': 14, 'k_stop': 2.0, 'atr_filter': True, 'atr_filter_mult': 1.0}",10000.0,21049.00529643188,110.49005296431878,183289.25239616755,-90.00480102293385,1.366543409032328,14.687635896445736,0.0924128954015302,623,26.96629213483146,16.929822646946988,1.0135267578160825
DOGEUSDT,binance,SmaCrossRegime,batch_SmaCrossRegime_1h,"{'fast': 15, 'slow': 50, 'regime': 200}",10000.0,648962.1309520751,6389.621309520751,543362.1636103268,-74.29192238961268,3.077246318144522,15.527056294661126,0.1952096233706023,803,20.921544209215444,786.8128102255032,1.1455049196289373
ETHUSDT,binance,SmaCross,batch_SmaCross_1h,"{'fast': 15, 'slow': 50}",10000.0,71013.78660128929,610.1378660128929,121906.94105552704,-69.30049882939231,1.3035876179420924,9.050077616988093,0.1431144990681378,676,34.9112426035503,90.2570807711374,1.0596522052991268
ETHUSDT,binance,MeanRevertBands,batch_MeanRevert_1h,"{'window': 20, 'k_entry': 2.0, 'k_exit': 0.5}",10000.0,357.787721554828,-96.42212278445172,11538.79024483925,-97.02840943205166,-1.205756121017787,7.589274469327472,-0.1598380891413922,1176,61.81972789115646,-8.199160100718688,0.7562180442877723
ETHUSDT,binance,SmaCrossATR,batch_SmaCrossATR_1h,"{'fast': 15, 'slow': 50, 'atr_period': 14, 'k_stop': 2.0, 'atr_filter': True, 'atr_filter_mult': 1.0}",10000.0,3074.616736881397,-69.25383263118603,15782.912335729176,-85.16448312885885,-0.2609769494383407,7.37187081301042,-0.0354478177475788,655,30.99236641221374,-10.573104218501664,0.9151688109546552
ETHUSDT,binance,SmaCrossRegime,batch_SmaCrossRegime_1h,"{'fast': 15, 'slow': 50, 'regime': 200}",10000.0,73618.98969931663,636.1898969931663,75321.41197647514,-50.57151124141059,1.212720126869682,7.790675907443243,0.1547304030017778,800,23.75,79.52373712414564,1.0849303112233848
LINKUSDT,binance,SmaCross,batch_SmaCross_1h,"{'fast': 15, 'slow': 50}",10000.0,9519.945946533791,-4.800540534662067,144653.47352723352,-94.09225837533911,0.7346998551197581,12.285245882401274,0.0595856787538566,661,35.400907715582456,-0.7262542412500173,0.9993122871528086
LINKUSDT,binance,MeanRevertBands,batch_MeanRevert_1h,"{'window': 20, 'k_entry': 2.0, 'k_exit': 0.5}",10000.0,823.8959311639362,-91.76104068836064,16009.411034975536,-95.69407723393348,-0.5966066185208896,10.21454734878666,-0.0585817756899218,1174,63.1175468483816,-7.816102273284544,0.8612384311771766
LINKUSDT,binance,SmaCrossATR,batch_SmaCrossATR_1h,"{'fast': 15, 'slow': 50, 'atr_period': 14, 'k_stop': 2.0, 'atr_filter': True, 'atr_filter_mult': 1.0}",10000.0,922.6631090568088,-90.77336890943192,25634.46152311112,-96.5257416914058,-0.5420616582586302,10.330995058041278,-0.0526116098733901,611,29.13256955810148,-14.85652518975971,0.9205060881695304
LINKUSDT,binance,SmaCrossRegime,batch_SmaCrossRegime_1h,"{'fast': 15, 'slow': 50, 'regime': 200}",10000.0,15897.826479742234,58.97826479742234,50777.98904583167,-76.77503199776076,0.7748472868187806,10.614091703688402,0.0727214918736174,756,24.47089947089947,7.801357777436669,1.0153177594172156
LTCUSDT,binance,SmaCross,batch_SmaCross_1h,"{'fast': 15, 'slow': 50}",10000.0,2523.146801325083,-74.76853198674918,21964.207355083658,-89.69612321033576,-0.0322323080414133,10.859722244358704,-0.002968536618192,696,35.48850574712644,-10.74260517050999,0.9443697092301032
LTCUSDT,binance,MeanRevertBands,batch_MeanRevert_1h,"{'window': 20, 'k_entry': 2.0, 'k_exit': 0.5}",10000.0,485.6985622450023,-95.14301437754996,10970.597040596142,-96.14947596008356,-0.9564642934657308,8.928439941546502,-0.1076391251649067,1175,63.91489361702127,-8.097277819365976,0.7833653975616931
LTCUSDT,binance,SmaCrossATR,batch_SmaCrossATR_1h,"{'fast': 15, 'slow': 50, 'atr_period': 14, 'k_stop': 2.0, 'atr_filter': True, 'atr_filter_mult': 1.0}",10000.0,1228.41888995769,-87.7158111004231,14568.743310815044,-92.22380023484472,-0.4847043978438492,9.60867402568515,-0.0505666248930946,653,33.3843797856049,-13.432742894398643,0.8820183130868716
LTCUSDT,binance,SmaCrossRegime,batch_SmaCrossRegime_1h,"{'fast': 15, 'slow': 50, 'regime': 200}",10000.0,3721.8175050365135,-62.78182494963487,21154.172033336712,-85.04559447903468,-0.0130416382384535,9.31242121237149,-0.0014005471897804,855,22.923976608187136,-7.342903502881279,0.9493729100275824
MATICUSDT,binance,SmaCross,batch_SmaCross_1h,"{'fast': 15, 'slow': 50}",10000.0,199421.51565158129,1894.2151565158129,341848.72153926303,-75.19230114270057,3.209382166853114,16.39683252093569,0.1926686474465412,489,35.9918200408998,381.5266051059005,1.0993778974723618
MATICUSDT,binance,MeanRevertBands,batch_MeanRevert_1h,"{'window': 20, 'k_entry': 2.0, 'k_exit': 0.5}",10000.0,4249.620995544926,-57.50379004455074,41669.05289768693,-91.48913767683872,0.1548455717962804,11.63617070005305,0.0132970105584687,864,62.5,-6.655531255156337,0.9684373707902636
MATICUSDT,binance,SmaCrossATR,batch_SmaCrossATR_1h,"{'fast': 15, 'slow': 50, 'atr_period': 14, 'k_stop': 2.0, 'atr_filter': True, 'atr_filter_mult': 1.0}",10000.0,6353.465971429982,-36.46534028570018,28410.313217734783,-82.1386956387532,0.5969970544990266,13.29266274805378,0.0447787722294268,447,31.319910514541387,-8.157794247360071,0.972429981407416
MATICUSDT,binance,SmaCrossRegime,batch_SmaCrossRegime_1h,"{'fast': 15, 'slow': 50, 'regime': 200}",10000.0,75188.25157025196,651.8825157025196,9281.636283561504,-63.98718372891843,2.368353230026754,14.987356843080471,0.156188417748278,585,25.47008547008547,111.43290866709712,1.1530745403158182
SOLUSDT,binance,SmaCross,batch_SmaCross_1h,"{'fast': 15, 'slow': 50}",10000.0,44893.99148696103,348.93991486961033,161877.75431685126,-79.59675402935248,1.827805937495297,14.58359693667384,0.1242058093483532,593,33.38954468802699,58.84315596452132,1.047989432845939
SOLUSDT,binance,MeanRevertBands,batch_MeanRevert_1h,"{'window': 20, 'k_entry': 2.0, 'k_exit': 0.5}",10000.0,3832.9666396977295,-61.6703336030227,37577.49261295478,-90.92398605604365,0.0745033327780975,10.523901761009087,0.0070768147179631,1078,62.80148423005566,-5.720810167256289,0.9650744171397982
SOLUSDT,binance,SmaCrossATR,batch_SmaCrossATR_1h,"{'fast': 15, 'slow': 50, 'atr_period': 14, 'k_stop': 2.0, 'atr_filter': True, 'atr_filter_mult': 1.0}",10000.0,1678.091937046417,-83.21908062953584,12283.193646039908,-87.9803910101275,-0.3697420428858122,10.20585089733185,-0.0362953133022627,516,31.00775193798449,-16.12772880417361,0.8440367973880231
