symbol,timeframe,fast,slow,total_return_pct,max_drawdown_pct,sharpe,n_trades,win_rate_pct,profit_factor
ETHUSDT,4h,5,30,1356.63,-33.76,0.397,254,33.07,1.351
ETHUSDT,4h,5,50,1527.8,-41.53,0.4,201,30.85,1.395
ETHUSDT,4h,5,75,2303.02,-43.17,0.43,170,27.65,1.402
ETHUSDT,4h,5,100,3989.7,-42.35,0.479,147,23.13,1.51
ETHUSDT,4h,5,150,3700.02,-43.62,0.461,124,20.97,1.547
ETHUSDT,4h,10,30,579.9,-43.19,0.304,230,30.87,1.292
ETHUSDT,4h,10,50,1588.41,-41.37,0.402,174,33.91,1.356
ETHUSDT,4h,10,75,2088.87,-40.16,0.419,150,29.33,1.391
ETHUSDT,4h,10,100,4241.37,-36.52,0.482,128,27.34,1.629
ETHUSDT,4h,10,150,3315.27,-40.28,0.45,112,24.11,1.606
ETHUSDT,4h,15,30,719.83,-46.06,0.325,209,32.54,1.349
ETHUSDT,4h,15,50,1496.07,-38.74,0.395,164,34.76,1.356
ETHUSDT,4h,15,75,1602.06,-41.78,0.391,136,30.15,1.353
ETHUSDT,4h,15,100,3154.52,-46.1,0.452,119,24.37,1.488
ETHUSDT,4h,15,150,2860.7,-39.27,0.437,106,27.36,1.6
ETHUSDT,4h,20,30,772.18,-47.55,0.332,218,33.49,1.306
ETHUSDT,4h,20,50,1029.95,-38.63,0.356,154,34.42,1.315
ETHUSDT,4h,20,75,1611.04,-44.38,0.391,132,30.3,1.391
ETHUSDT,4h,20,100,3643.09,-43.16,0.467,113,25.66,1.532
ETHUSDT,4h,20,150,3195.61,-41.86,0.448,104,25.0,1.609
ETHUSDT,4h,30,50,1484.7,-39.0,0.397,145,35.17,1.365
ETHUSDT,4h,30,75,1984.67,-48.01,0.414,133,28.57,1.412
ETHUSDT,4h,30,100,2803.93,-39.05,0.44,109,24.77,1.658
ETHUSDT,4h,30,150,2433.5,-37.99,0.423,101,27.72,1.611
ETHUSDT,4h,40,50,1940.97,-44.29,0.425,160,38.12,1.396
ETHUSDT,4h,40,75,1657.99,-42.62,0.396,131,30.53,1.491
ETHUSDT,4h,40,100,2149.38,-39.97,0.414,110,25.45,1.614
ETHUSDT,4h,40,150,1584.0,-49.78,0.383,98,26.53,1.501
