symbol,entry_timestamp,exit_timestamp,size,entry_price,exit_price,gross_pnl,net_pnl,return_pct,total_commission
BNBUSDT,2025-05-16 10:00:00+00:00,2025-05-16 21:00:00+00:00,15.22742154071051,657.038355,646.386645,-162.19807829940126,-172.12197926025155,-1.7203596127961174,9.9239009608503
BNBUSDT,2025-05-18 13:00:00+00:00,2025-05-19 06:00:00+00:00,15.14427617033631,649.274475,633.46311,-239.45167818998993,-249.16474431064506,-2.5340182659267523,9.713066120655125
BNBUSDT,2025-05-19 22:00:00+00:00,2025-05-23 17:00:00+00:00,14.734668466079718,650.40504,668.695485,269.5036431720651,259.78538871741176,2.710756167802755,9.71825445465335
BNBUSDT,2025-05-26 05:00:00+00:00,2025-05-29 14:00:00+00:00,14.599995051191646,674.2069349999999,683.2582000000001,132.14842420702666,122.23893208044406,1.2418342200084567,9.9094921265826
BNBUSDT,2025-06-02 01:00:00+00:00,2025-06-05 06:00:00+00:00,15.08083028846305,660.820245,666.28669,82.43852932621772,72.43159209552904,0.7268075651193194,10.006937230688681
BNBUSDT,2025-06-07 11:00:00+00:00,2025-06-12 06:00:00+00:00,15.47492741470269,648.674175,667.5060800000001,291.4223629555785,281.23846600018356,2.801686204403022,10.183896955394939
BNBUSDT,2025-06-16 02:00:00+00:00,2025-06-17 17:00:00+00:00,15.830083729027844,651.895785,642.088795,-155.24547282973944,-165.48741495247492,-1.603627839072474,10.241942122735466
BNBUSDT,2025-06-20 07:00:00+00:00,2025-06-21 01:00:00+00:00,15.666265691658484,648.14391,643.83792,-67.45878340562376,-77.57904871441133,-0.7640249084497225,10.120265308787573
BNBUSDT,2025-06-23 19:00:00+00:00,2025-06-26 19:00:00+00:00,15.991332473254667,630.1148999999999,644.8674050000001,235.91221226835432,225.71787929996853,2.2400698424208274,10.194332968385794
BNBUSDT,2025-06-28 01:00:00+00:00,2025-07-01 14:00:00+00:00,15.941940937523427,646.232955,646.85641,9.939082787204232,-0.36809435468060414,-0.0035729658045626305,10.307177141884836
BNBUSDT,2025-07-02 13:00:00+00:00,2025-07-04 10:00:00+00:00,15.651082972231032,658.218945,658.800435,9.100948237523104,-1.2054415586850329,-0.011701226557672135,10.306389796208137
BNBUSDT,2025-07-06 08:00:00+00:00,2025-07-08 04:00:00+00:00,15.723339597492922,655.1173949999999,659.160255,63.56726072512232,53.23484381694985,0.5168113685944995,10.33241690817247
BNBUSDT,2025-07-09 05:00:00+00:00,2025-07-12 19:00:00+00:00,15.582606123681472,664.45206,684.1577500000001,307.0660056653706,296.55857792348917,2.8642224534603926,10.507427741881454
BNBUSDT,2025-07-13 16:00:00+00:00,2025-07-15 02:00:00+00:00,15.456389233491832,689.074365,682.8883850000001,-95.61291467059361,-106.21570980951954,-0.9972742745987742,10.602795138925924
BNBUSDT,2025-07-16 09:00:00+00:00,2025-07-19 10:00:00+00:00,15.164337971730975,695.337495,735.6320000000001,611.0394922236047,600.1896396988961,5.692058969508048,10.849852524708599
BNBUSDT,2025-07-19 11:00:00+00:00,2025-07-19 18:00:00+00:00,15.120473580388497,737.06835,730.2247050000001,-103.47915341605669,-114.5722363524642,-1.0280310540399578,11.093082936407512
BNBUSDT,2025-07-20 07:00:00+00:00,2025-07-22 14:00:00+00:00,14.80438927650397,745.062345,763.747935,276.62874822114884,265.46024085639334,2.4066690499571455,11.168507364755477
BNBUSDT,2025-07-22 19:00:00+00:00,2025-07-24 03:00:00+00:00,14.623019494322007,772.46604,779.05028,96.28146987529506,84.9375431787357,0.7519400904666338,11.343926696559372
BNBUSDT,2025-07-25 21:00:00+00:00,2025-07-29 07:00:00+00:00,14.604029316157236,779.28945,824.88735,665.9130683552057,654.199345847456,5.748289239640031,11.713722507749651
BNBUSDT,2025-07-31 13:00:00+00:00,2025-08-01 00:00:00+00:00,15.097743084746133,797.15838,788.08576,-136.97608586552818,-148.94289024168785,-1.2375510710932898,11.966804376159665
BNBUSDT,2025-08-03 22:00:00+00:00,2025-08-05 17:00:00+00:00,15.79264744036136,752.646135,752.3636300000001,-4.4615018651377225,-16.345546171610774,-0.1375161359859904,11.88404430647305
BNBUSDT,2025-08-06 15:00:00+00:00,2025-08-10 18:00:00+00:00,15.423402074554781,769.60461,802.37861,505.4865795914584,493.36391496320175,4.156421099140766,12.122664628256652
