symbol,timeframe,fast,slow,total_return_pct,max_drawdown_pct,sharpe,n_trades,win_rate_pct,profit_factor
SOLUSDT,1h,5,30,169.0,-64.96,0.102,1019,25.32,1.041
SOLUSDT,1h,5,50,324.17,-70.23,0.12,864,21.3,1.076
SOLUSDT,1h,5,75,3106.78,-65.29,0.196,722,20.36,1.124
SOLUSDT,1h,5,100,2241.81,-66.48,0.183,673,19.32,1.123
SOLUSDT,1h,5,150,1550.86,-72.41,0.169,633,15.64,1.091
SOLUSDT,1h,10,30,353.56,-66.11,0.123,898,26.17,1.058
SOLUSDT,1h,10,50,873.11,-66.18,0.152,740,24.19,1.109
SOLUSDT,1h,10,75,1528.43,-63.55,0.171,654,21.25,1.127
SOLUSDT,1h,10,100,1231.77,-68.09,0.163,626,20.77,1.105
SOLUSDT,1h,10,150,1975.99,-71.53,0.177,577,16.46,1.102
SOLUSDT,1h,15,30,256.37,-68.82,0.113,863,26.88,1.055
SOLUSDT,1h,15,50,356.2,-64.42,0.123,703,22.33,1.083
SOLUSDT,1h,15,75,1074.66,-69.2,0.159,619,21.16,1.105
SOLUSDT,1h,15,100,1049.7,-70.76,0.157,588,19.39,1.11
SOLUSDT,1h,15,150,1803.16,-68.23,0.174,545,16.7,1.115
SOLUSDT,1h,20,30,167.42,-73.55,0.101,874,28.6,1.035
SOLUSDT,1h,20,50,343.67,-71.02,0.122,689,24.09,1.064
SOLUSDT,1h,20,75,478.57,-71.02,0.132,606,21.78,1.088
SOLUSDT,1h,20,100,513.93,-70.94,0.134,573,18.32,1.078
SOLUSDT,1h,20,150,2207.47,-66.58,0.181,524,17.56,1.133
SOLUSDT,1h,30,50,94.08,-73.83,0.09,699,24.46,1.034
SOLUSDT,1h,30,75,87.07,-70.2,0.089,607,21.09,1.037
SOLUSDT,1h,30,100,432.36,-67.04,0.129,570,19.47,1.079
SOLUSDT,1h,30,150,1176.03,-69.27,0.16,519,18.69,1.117
SOLUSDT,1h,40,50,211.29,-68.45,0.108,751,26.36,1.044
SOLUSDT,1h,40,75,142.83,-75.96,0.099,597,22.45,1.05
SOLUSDT,1h,40,100,663.17,-64.82,0.143,555,20.36,1.096
SOLUSDT,1h,40,150,2032.05,-67.67,0.179,519,18.88,1.153
