symbol,timeframe,fast,slow,total_return_pct,max_drawdown_pct,sharpe,n_trades,win_rate_pct,profit_factor
BTCUSDT,1h,5,30,-9.71,-72.67,0.021,1173,24.3,0.993
BTCUSDT,1h,5,50,56.19,-65.5,0.063,955,21.78,1.032
BTCUSDT,1h,5,75,134.53,-60.22,0.093,820,19.63,1.064
BTCUSDT,1h,5,100,85.78,-62.86,0.076,769,16.78,1.048
BTCUSDT,1h,5,150,86.08,-69.51,0.075,706,16.15,1.046
BTCUSDT,1h,10,30,0.41,-79.85,0.03,1026,24.76,1.0
BTCUSDT,1h,10,50,38.72,-67.99,0.055,844,21.8,1.026
BTCUSDT,1h,10,75,223.8,-55.78,0.116,725,20.41,1.099
BTCUSDT,1h,10,100,107.41,-61.49,0.083,688,18.75,1.064
BTCUSDT,1h,10,150,146.3,-65.97,0.094,635,16.54,1.07
BTCUSDT,1h,15,30,-23.03,-82.85,0.009,1005,25.77,0.984
BTCUSDT,1h,15,50,110.91,-56.63,0.086,783,23.63,1.066
BTCUSDT,1h,15,75,187.86,-52.78,0.108,682,21.41,1.103
BTCUSDT,1h,15,100,206.72,-58.8,0.111,634,19.09,1.12
BTCUSDT,1h,15,150,170.36,-67.42,0.101,612,18.3,1.081
BTCUSDT,1h,20,30,-61.45,-87.66,-0.045,1049,24.69,0.937
BTCUSDT,1h,20,50,52.78,-60.03,0.062,788,23.1,1.033
BTCUSDT,1h,20,75,142.49,-57.46,0.095,664,21.39,1.087
BTCUSDT,1h,20,100,149.62,-60.6,0.096,614,18.4,1.101
BTCUSDT,1h,20,150,144.03,-70.37,0.094,599,17.36,1.074
BTCUSDT,1h,30,50,83.0,-54.16,0.075,782,22.63,1.056
BTCUSDT,1h,30,75,160.75,-58.25,0.101,651,20.74,1.103
BTCUSDT,1h,30,100,98.2,-65.73,0.08,615,19.35,1.07
BTCUSDT,1h,30,150,189.84,-68.67,0.106,591,18.44,1.087
BTCUSDT,1h,40,50,102.27,-56.77,0.083,853,26.38,1.065
BTCUSDT,1h,40,75,127.71,-62.39,0.091,651,19.82,1.084
BTCUSDT,1h,40,100,80.59,-70.54,0.074,617,19.29,1.06
BTCUSDT,1h,40,150,117.73,-71.13,0.087,569,17.93,1.062
