symbol,timeframe,fast,slow,total_return_pct,max_drawdown_pct,sharpe,n_trades,win_rate_pct,profit_factor
LINKUSDT,1h,5,30,-20.01,-87.57,0.042,1128,25.8,0.994
LINKUSDT,1h,5,50,71.74,-76.26,0.076,934,24.3,1.017
LINKUSDT,1h,5,75,270.32,-80.46,0.109,799,21.28,1.035
LINKUSDT,1h,5,100,194.48,-78.52,0.1,747,19.14,1.03
LINKUSDT,1h,5,150,214.44,-75.8,0.103,678,18.58,1.042
LINKUSDT,1h,10,30,12.18,-84.2,0.056,986,27.38,1.003
LINKUSDT,1h,10,50,1.13,-87.02,0.053,820,24.27,1.0
LINKUSDT,1h,10,75,129.67,-80.41,0.089,722,21.05,1.023
LINKUSDT,1h,10,100,161.26,-84.65,0.095,675,19.11,1.023
LINKUSDT,1h,10,150,123.52,-73.74,0.09,626,19.17,1.031
LINKUSDT,1h,15,30,-58.05,-88.9,0.012,947,26.93,0.968
LINKUSDT,1h,15,50,58.98,-76.78,0.073,756,24.47,1.015
LINKUSDT,1h,15,75,169.12,-77.22,0.096,677,22.9,1.032
LINKUSDT,1h,15,100,294.08,-75.22,0.111,638,19.91,1.045
LINKUSDT,1h,15,150,264.11,-73.36,0.108,594,18.69,1.053
LINKUSDT,1h,20,30,-75.88,-93.01,-0.011,970,28.97,0.951
LINKUSDT,1h,20,50,16.23,-83.09,0.06,748,25.4,1.005
LINKUSDT,1h,20,75,163.95,-79.32,0.095,660,21.82,1.03
LINKUSDT,1h,20,100,189.08,-79.72,0.099,635,19.69,1.031
LINKUSDT,1h,20,150,258.41,-72.83,0.108,581,18.76,1.053
LINKUSDT,1h,30,50,69.97,-84.05,0.076,769,26.14,1.015
LINKUSDT,1h,30,75,68.07,-78.29,0.077,664,21.23,1.018
LINKUSDT,1h,30,100,271.75,-74.66,0.109,609,21.02,1.046
LINKUSDT,1h,30,150,356.0,-67.68,0.117,557,20.29,1.073
LINKUSDT,1h,40,50,93.36,-82.71,0.081,827,27.33,1.018
LINKUSDT,1h,40,75,84.86,-78.14,0.08,659,21.09,1.025
LINKUSDT,1h,40,100,195.28,-71.97,0.1,592,22.64,1.044
LINKUSDT,1h,40,150,174.15,-70.64,0.097,561,19.25,1.05
