symbol,entry_timestamp,exit_timestamp,size,entry_price,exit_price,gross_pnl,net_pnl,return_pct,total_commission
LTCUSDT,2020-01-10 18:00:00+00:00,2020-01-13 10:00:00+00:00,207.9434393844874,48.114045,50.47475,490.89311707215694,480.6426705136209,4.804024692789815,10.250446558536076
LTCUSDT,2020-01-14 10:00:00+00:00,2020-01-16 07:00:00+00:00,194.40999203327064,53.93695499999999,55.822075000000005,366.48616418176204,355.81703810782227,3.3932959044499547,10.669126073939758
LTCUSDT,2020-01-17 05:00:00+00:00,2020-01-17 12:00:00+00:00,179.70911622921133,60.330149999999996,58.380795,-350.3168642669937,-360.98358377333597,-3.329530048408627,10.666719506342256
LTCUSDT,2020-01-17 13:00:00+00:00,2020-01-19 00:00:00+00:00,176.6820058162946,59.319644999999994,60.209880000000005,157.28850544787102,146.72914733223655,1.399991920888959,10.559358115634465
LTCUSDT,2020-01-19 07:00:00+00:00,2020-01-19 11:00:00+00:00,173.7641955206992,61.160565,59.23608142857144,-334.40633958208576,-344.86665278711115,-3.245035252115225,10.460313205025388
LTCUSDT,2020-01-27 17:00:00+00:00,2020-01-30 02:00:00+00:00,174.99299539235878,58.759364999999995,58.93052,29.950926126380207,19.653473374614087,0.19113558749316972,10.297452751766118
LTCUSDT,2020-01-30 11:00:00+00:00,2020-02-03 12:00:00+00:00,166.37570031940288,61.920944999999996,70.11492500000001,1363.2791609031838,1352.295380733918,13.12635339302399,10.98378016926582
LTCUSDT,2020-02-05 17:00:00+00:00,2020-02-08 02:00:00+00:00,160.52483772222357,72.60628499999999,72.093935,-82.24490060697862,-93.85889027391364,-0.8053023371185895,11.613989666935023
LTCUSDT,2020-02-08 09:00:00+00:00,2020-02-10 05:00:00+00:00,152.66783700921985,75.72784499999999,73.58604571428572,-326.98386425788976,-338.3815786232803,-2.9268708637772725,11.397714365390517
LTCUSDT,2020-02-11 19:00:00+00:00,2020-02-14 07:00:00+00:00,146.2838680830017,76.71834,79.62017,424.4909169192974,413.0560159327309,3.6805550602372312,11.43490098656652
