symbol,entry_timestamp,exit_timestamp,size,entry_price,exit_price,gross_pnl,net_pnl,return_pct,total_commission
DOGEUSDT,2025-05-22 16:00:00+00:00,2025-05-23 19:00:00+00:00,41729.26055750292,0.23975981999999998,0.23301343500000002,-281.5216574862279,-291.3858966574848,-2.912402765192252,9.864239171256887
DOGEUSDT,2025-05-26 07:00:00+00:00,2025-05-26 08:00:00+00:00,42237.075190735726,0.22997493,0.22702643000000003,-124.53601619988281,-134.18721660217705,-1.381455222097454,9.651200402294243
DOGEUSDT,2025-05-27 08:00:00+00:00,2025-05-27 14:00:00+00:00,41877.386549185736,0.22874431499999998,0.22706641,-70.26627627781063,-79.81035723985543,-0.8331618481971802,9.544080962044799
DOGEUSDT,2025-05-27 15:00:00+00:00,2025-05-27 16:00:00+00:00,41521.04136747487,0.228784335,0.22829579500000002,-20.284689549665416,-29.77391104265581,-0.3134305786276765,9.489221492990398
DOGEUSDT,2025-05-27 17:00:00+00:00,2025-05-27 18:00:00+00:00,41296.926648011795,0.229304595,0.22744622000000003,-76.74517605949758,-86.17637851123489,-0.9100342744984974,9.431202451737304
DOGEUSDT,2025-06-09 18:00:00+00:00,2025-06-09 19:00:00+00:00,50089.01004030437,0.18733361999999998,0.18642674,-45.42472142534977,-54.785364637703665,-0.5838568538845142,9.360643212353889
DOGEUSDT,2025-06-09 21:00:00+00:00,2025-06-12 04:00:00+00:00,48133.193306018715,0.19380685499999997,0.190314795,-168.08399901621397,-177.3284998324524,-1.90092389920881,9.244500816238432
DOGEUSDT,2025-06-24 05:00:00+00:00,2025-06-24 07:00:00+00:00,54848.59903739765,0.16684337999999999,0.16304843500000002,-208.1474166739752,-217.19446861730236,-2.3734180568027132,9.047051943327183
DOGEUSDT,2025-06-24 16:00:00+00:00,2025-06-24 18:00:00+00:00,53658.781965381466,0.166493205,0.163848035,-141.93660029136822,-150.7994545770351,-1.6879611513274686,8.862854285666875
DOGEUSDT,2025-06-24 20:00:00+00:00,2025-06-25 15:00:00+00:00,53135.757231899384,0.16529260499999998,0.16287852,-128.2742344971689,-136.99304511142856,-1.5597615891527532,8.718810614259652
DOGEUSDT,2025-06-25 16:00:00+00:00,2025-06-26 09:00:00+00:00,52769.69594022148,0.16384187999999997,0.16236877500000002,-77.73530293801716,-86.3423214764224,-0.9986520708258152,8.607018538405244
DOGEUSDT,2025-06-28 07:00:00+00:00,2025-06-30 23:00:00+00:00,52408.864773917216,0.16332162,0.16509741,93.06713797687442,84.46110371064889,0.9867526938564528,8.606034266225532
DOGEUSDT,2025-07-01 00:00:00+00:00,2025-07-01 02:00:00+00:00,52231.933918172384,0.165492705,0.164147885,-70.2425493718364,-78.85143212865009,-0.9122095714128284,8.608882756813678
DOGEUSDT,2025-07-01 03:00:00+00:00,2025-07-01 04:00:00+00:00,51909.00289398644,0.16500246,0.163068425,-100.3938284120711,-108.90874467151994,-1.2715388864505417,8.514916259448846
DOGEUSDT,2025-07-02 16:00:00+00:00,2025-07-04 11:00:00+00:00,49179.12261494661,0.17194593,0.16659666,-263.07240523045493,-271.39701900245075,-3.2094631696138376,8.3246137719958
DOGEUSDT,2025-07-06 11:00:00+00:00,2025-07-08 00:00:00+00:00,49438.127718633434,0.165552735,0.167626145,102.50550839309163,94.26963838179601,1.1517904310067713,8.23587001129562
DOGEUSDT,2025-07-08 21:00:00+00:00,2025-07-12 18:00:00+00:00,48492.713502016355,0.17072531999999999,0.19744123,1295.5269695756542,1286.6002720605663,15.540651336896023,8.92669751508789
DOGEUSDT,2025-07-13 20:00:00+00:00,2025-07-15 01:00:00+00:00,47569.13882609272,0.2011005,0.193213345,-375.18517113791034,-384.5637561548381,-4.020035714729691,9.378585016927705
DOGEUSDT,2025-07-16 08:00:00+00:00,2025-07-22 09:00:00+00:00,45847.4877492496,0.20026008,0.26576705000000006,3003.3300045654637,2992.646917998717,32.59459220979041,10.683086566746478
DOGEUSDT,2025-08-07 09:00:00+00:00,2025-08-10 16:00:00+00:00,59014.98504383161,0.206313105,0.23418285000000003,1644.7325843504027,1631.734653252306,13.40171630032907,12.997931098096664
DOGEUSDT,2025-08-13 00:00:00+00:00,2025-08-14 12:00:00+00:00,58405.47913305468,0.23641815,0.22606691,-604.5691318212399,-618.0749625818297,-4.476171787149161,13.50583076058977
DOGEUSDT,2025-08-16 07:00:00+00:00,2025-08-16 08:00:00+00:00,56555.72611136419,0.23321655,0.23249369500000003,-40.88158939822828,-54.050879929966435,-0.4097951549750508,13.169290531738158
DOGEUSDT,2025-08-17 03:00:00+00:00,2025-08-17 06:00:00+00:00,56205.69748974282,0.23370679499999997,0.232693595,-56.94761269660541,-70.05479231132445,-0.5333179101617325,13.107179614719037
DOGEUSDT,2025-08-17 08:00:00+00:00,2025-08-17 12:00:00+00:00,55475.93068953994,0.2355177,0.23290349000000002,-145.025732767901,-158.01878350287691,-1.2094295227067766,12.993050734975911
DOGEUSDT,2025-08-17 13:00:00+00:00,2025-08-17 18:00:00+00:00,55031.417910740194,0.23454721499999998,0.23299344500000002,-85.50616620716828,-98.37087893252992,-0.7621238777019606,12.864712725361645
DOGEUSDT,2025-08-17 22:00:00+00:00,2025-08-18 01:00:00+00:00,53937.66608477543,0.23747867999999997,0.22854567,-481.8257105119578,-494.3938434007951,-3.8597242392453777,12.568132888837258
DOGEUSDT,2025-08-22 17:00:00+00:00,2025-08-24 12:00:00+00:00,51774.07385892189,0.237848865,0.23007490500000002,-402.4895792163028,-414.60273913046535,-3.366811056676671,12.11315991416259
