trade_id,timestamp,symbol,asset,timeframe,strategy,side,quantity,entry_price,exit_price,gross_pnl,net_pnl,fees,reason
553e1ec9,2026-05-16T13:10:36.960868+00:00,BNBUSDT1hSmaCrossRegime1545200,BNBUSDT,1h,SmaCrossRegime,long,0.7521985149397752,676.868265,652.6435150000001,-18.221820974787214,-19.221877761298153,1.000056786510937,stoploss
00368c4d,2026-05-16T13:10:36.964009+00:00,BNBUSDT4hSmaCrossRegime1236120,BNBUSDT,4h,SmaCrossRegime,long,0.34079726756471324,676.868265,652.6435150000001,-8.255728607438238,-8.708822589257336,0.4530939818190982,stoploss
c0186d0f,2026-05-16T13:10:36.966457+00:00,BTCUSDT1hSmaCrossRegime1545200,BTCUSDT,1h,SmaCrossRegime,long,0.003207687170553167,81298.60899,77960.36032,-10.70805743087513,-11.218910383526337,0.5108529526512076,stoploss
